ID de Licitacion,Institucion Convocante,Tipo de Licitacion,Fecha de Publicacion de convocatoria,Fecha de Cierre de Convocatoria,Fecha de primera Adjudicacion,Ministro a cargo,Categoria del bien a adquirir,Tag,URL de la Licitacion,Link al PBC
278642,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2014-06-20,2014-07-09T08:50:00-04:00,2014-07-09,Antonio Barrios,"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/278642-mantenimiento-preventivo-correctivo-consolas-gases-medicinales-aire-compri.html,
278610,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2014-07-07,2014-07-14T09:45:00-04:00,2014-07-14,Antonio Barrios,"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/278610-mant-reparacion-aires-acondicionados.html,
278606,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2014-07-09,2014-07-16T08:50:00-04:00,2014-07-16,Antonio Barrios,Servicios - Servicios Técnicos,,https://www.contrataciones.gov.py/licitaciones/convocatoria/278606-adquisicion-productos-artes-graficas.html,
278591,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2014-06-25,2014-07-08T09:50:00-04:00,2014-07-08,Antonio Barrios,"Bienes - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.",,https://www.contrataciones.gov.py/licitaciones/convocatoria/278591-adquisicion-bienes-consumo-varios.html,
278559,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2014-06-24,2014-07-01T08:50:00-04:00,2014-07-01,Antonio Barrios,"Bienes - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.",,https://www.contrataciones.gov.py/licitaciones/convocatoria/278559-adquisicion-materiales-electricos.html,
278555,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2014-07-31,2014-09-18T14:50:00-04:00,2014-09-18,Antonio Barrios,Servicios - Seguros,,https://www.contrataciones.gov.py/licitaciones/convocatoria/278555-contratacion-seguros-msp-bs-plurianual.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/GBthXtTOVuI%253D
278553,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2014-07-10,2014-08-27T10:20:00-04:00,2014-08-27,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/278553-adquisicion-medicamentos-programa-nacional-zoonosis-centro-antirrabico-nac.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/5S3Xk45Qda4%253D
278528,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2014-06-02,2014-06-18T10:50:00-04:00,2014-06-18,Antonio Barrios,"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/278528-mant-rep-heladeras-microondas-central-telefonica-generador-electrico-corta.html,
278516,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2014-06-04,2014-06-19T07:50:00-04:00,2014-06-19,Antonio Barrios,"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/278516-mantenimiento-reparacion-edificio-programa-enfermedades-no-transmisibles.html,
278499,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2014-06-12,2014-06-23T08:50:00-04:00,2014-06-23,Antonio Barrios,"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/278499-contratacion-servicios-limpieza-direccion-genral-vigilancia-salud.html,
278495,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2014-06-04,2014-06-18T09:50:00-04:00,2014-06-18,Antonio Barrios,"Bienes - Textiles, vestuarios y calzados",produccion_nacional,https://www.contrataciones.gov.py/licitaciones/convocatoria/278495-adquisiciones-telas-uniformes-confecciones-dgvs-ins-dnerhs-nefrologia.html,
278482,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2014-07-30,2014-09-04T08:50:00-04:00,2014-09-04,Antonio Barrios,"Servicios - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/278482-servicio-hemodialisis-adultos-coronel-oviedo-asuncion.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/Wl2K0%252BSXWTw%253D
278478,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2014-07-01,2014-07-07T09:50:00-04:00,2014-07-07,Antonio Barrios,"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/278478-mantenimiento-vehiculos.html,
278477,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2014-07-31,2015-04-22T09:50:00-04:00,2015-04-22,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/278477-adquisicion-insumos-cardiologia-hemodinamia-stent-marcapaso-hospital-san.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/Bp%252FX4hIjZH8%253D
278469,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2014-05-28,2014-06-12T07:20:00-04:00,2014-06-13,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/278469-adquisicion-medicamentos-programa-atencion-integral-pacientes-efermedades.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/W3%252B4wUUBy7Q%253D
278468,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2014-08-27,2014-09-08T08:45:00-04:00,2014-09-08,Antonio Barrios,"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/278468-adecuacion-desague-pluvial-sumideros-hospital-emergencias-medicas.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/KMRRgtYRMZM%253D
278467,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2014-08-14,2014-12-03T09:50:00-04:00,2014-12-03,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/278467-adquisicion-reactivos-e-insumos-hospital-nacional-itaugua.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/3gKkTFrCa8c%253D
278465,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2014-09-10,2014-12-18T08:50:00-04:00,2014-12-18,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/278465-adquisicion-equipos-oftalmologicos-programa-salud-ocular.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/3S2Z%252F9HB%252FVs%253D
278459,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2014-09-12,2014-10-06T07:20:00-04:00,2014-10-09,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/278459-adquisicion-medicamentos-desinfectantes-items-declarados-desiertos-no-coti.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/vuDOxEMGivw%253D
278458,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2014-07-11,2014-08-04T09:45:00-04:00,2014-08-04,Antonio Barrios,"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/278458-mantenimiento-reinstalacion-circuito-cerrado.html,
278411,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2014-07-10,2014-08-19T10:20:00-04:00,2014-08-19,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/278411-adquisicion-medicamentos-programa-salud-mental-centro-nacional-adicciones.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/wt0rwvoX5lw%253D
278383,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2014-06-27,2014-07-15T09:50:00-04:00,2014-07-15,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/278383-adquisicion-accesorios-equipo-video-endoscopio-hospital-nacional-itaugua.html,
278348,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2014-06-19,2014-07-03T07:50:00-04:00,2014-07-03,Antonio Barrios,"Bienes - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.",,https://www.contrataciones.gov.py/licitaciones/convocatoria/278348-adquisicion-baterias-vehiculos-dependencias-msp-bs-nivel-central.html,
278347,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2014-10-03,2014-10-20T10:15:00-04:00,2014-10-20,Antonio Barrios,"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/278347-montaje-desmontaje-equipos-comunicacion.html,
278271,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2014-09-10,2014-09-22T09:50:00-04:00,2014-09-22,Antonio Barrios,"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/278271-mantenimiento-reparacion-edificios-dependencias-xviii-region-sanitaria-cap.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/BJhWXH0Y15U%253D
278154,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2014-07-29,2014-08-20T07:20:00-04:00,2014-08-21,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/278154-adquisicion-papel-esterilizacion-gas-plasma-hospital-nacional-itaugua-hosp.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/YxB77%252BXhD%252BI%253D
278150,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2014-10-01,2014-10-20T10:50:00-04:00,2014-10-20,Antonio Barrios,"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/278150-mantenimiento-preventivo-correctivo-bomba-vacio-medicinal-equipo-medico-ho.html,
278101,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2014-05-29,2014-07-21T07:20:00-04:00,2014-07-24,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/278101-adquisicion-medicamentos-e-insumos-kit-parto-ministerio-salud-publica-bien.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/2H1zOPtfcpU%253D
278100,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2014-09-16,2014-11-04T07:20:00-04:00,2014-11-07,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/278100-adquisicion-medicamentos-lente-intraocular-e-insumos-programa-nacional-sal.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/Fi9f0Aluk6Y%253D
278083,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2014-06-13,2014-06-30T10:50:00-04:00,2014-06-30,Antonio Barrios,Servicios - Servicios Técnicos,,https://www.contrataciones.gov.py/licitaciones/convocatoria/278083-configuracion-e-instalacion-software-conexion-redes-instituto-medicina-tro.html,
278080,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2015-10-02,2015-10-23T09:20:00-04:00,2015-10-23,Antonio Barrios,"Bienes - Utiles de oficina, Productos de papel y cartón e impresos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/278080-adquisicion-papel-criterios-sustentables-dependencias-nivel-central-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/AhY%252FWRlbFvo%253D
278076,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2014-07-25,2014-08-12T09:50:00-04:00,2014-08-12,Antonio Barrios,"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/278076-reparacion-mantenimiento-area-cuidados-especiales-instituto-medicina-tropi.html,
278032,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2014-07-08,2014-07-25T07:50:00-04:00,2014-07-25,Antonio Barrios,"Bienes - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",,https://www.contrataciones.gov.py/licitaciones/convocatoria/278032-adquisicion-relojes-biometricos-administracion-general.html,
278031,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2014-06-09,2014-06-25T08:50:00-04:00,2014-06-25,Antonio Barrios,"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/278031-reparacion-mantenimiento-edificio-programa-nacional-prevencion-cancer-cuel.html,
278005,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2014-11-26,2015-06-30T09:20:00-04:00,2015-06-30,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/278005-adquisicion-reactivos-e-insumos-hospitales-especializados-laboratorio-cent.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/JSPgLJEXXnY%253D
277917,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2014-09-18,2014-10-07T10:50:00-04:00,2014-10-07,Antonio Barrios,"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/277917-mantenimiento-reparacion-acondicionadores-aire-dependencias-nivel-central.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/1RiwT%252FsJAc0%253D
277858,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2014-07-28,2014-08-28T09:50:00-04:00,2014-08-28,Antonio Barrios,"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/277858-mantenimiento-reparacion-equipos-informaticos-direccion-tecnologia-informa.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/JV%252FPOgZu234%253D
277856,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2014-05-23,2014-06-12T08:50:00-04:00,2014-06-12,Antonio Barrios,Servicios - Servicios Técnicos,,https://www.contrataciones.gov.py/licitaciones/convocatoria/277856-servicio-telefonia-movil-plurianual.html,
277855,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2014-06-02,2014-06-17T07:50:00-04:00,2014-06-17,Antonio Barrios,"Bienes - Utiles de oficina, Productos de papel y cartón e impresos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/277855-adquisicion-libros-direccion-nacional-vigilancia-sanitaria-msp-bs.html,
277853,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2014-11-27,2014-12-04T07:45:00-04:00,2014-12-04,Antonio Barrios,Servicios - Publicidad y Propaganda,,https://www.contrataciones.gov.py/licitaciones/convocatoria/277853-servicio-publicacion-avisos-senasa.html,
277852,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2014-07-14,2014-08-07T08:45:00-04:00,2014-08-07,Antonio Barrios,"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/277852-servicios-reparacion-mantenimiento-ascensor.html,
277826,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2014-10-15,2014-11-17T09:20:00-04:00,2014-11-17,Antonio Barrios,Servicios - Servicios Técnicos,,https://www.contrataciones.gov.py/licitaciones/convocatoria/277826-lco-n-48-servicio-internet-dependencias-ministerio-salud-publica-bienestar.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/j4sbwh2NebY%253D
277799,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2014-05-21,2014-05-28T08:50:00-04:00,2014-05-28,Antonio Barrios,"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/277799-mantenimiento-reparacion-generadores-energia-electrica-direccion-vigilanci.html,
277752,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2014-07-10,2014-07-29T09:50:00-04:00,2014-07-29,Antonio Barrios,Bienes - Productos quimicos,,https://www.contrataciones.gov.py/licitaciones/convocatoria/277752-recarga-extintores-incendios-dependencias-nivel-central.html,
277744,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2014-05-28,2014-06-10T09:50:00-04:00,2014-06-10,Antonio Barrios,"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/277744-contratacion-servicios-limpieza-fumigacion-dependencias-nivel-central-mini.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/08ZyA%252B07E6s%253D
277730,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2014-05-22,2014-06-04T10:50:00-04:00,2014-06-04,Antonio Barrios,Bienes - Productos quimicos,,https://www.contrataciones.gov.py/licitaciones/convocatoria/277730-adquisicion-pinturas-insecticidas-otros-dependencias-nivel-central.html,
277670,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2014-06-20,2014-07-22T08:00:00-04:00,2014-07-24,Antonio Barrios,Bienes - Muebles y Enseres,,https://www.contrataciones.gov.py/licitaciones/convocatoria/277670-l-c-o-n-14-2014-adquisicion-mobiliario-archivo-central-msp-bs-i-d-n-277670.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/Tf39yPYrPp8%253D
277664,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2014-06-24,2014-07-29T09:20:00-04:00,2014-07-29,Antonio Barrios,"Bienes - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",,https://www.contrataciones.gov.py/licitaciones/convocatoria/277664-adquisicion-fotocopiadoras-nivel-central-dependencias.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/LlcT7L3qFFY%253D
277662,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2014-11-14,2015-04-15T09:50:00-04:00,2015-04-15,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/277662-adquisicion-instrumentales-equipamientos-quirofano-hospital-san-jorge.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/qAoYEIY5P24%253D
277642,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2014-07-23,2014-08-13T08:50:00-04:00,2014-08-13,Antonio Barrios,Bienes - Productos quimicos,,https://www.contrataciones.gov.py/licitaciones/convocatoria/277642-servicios-recarga-extintores-dependencias-msp-bs-s2.html,
277635,Ministerio de Salud Pública y Bienestar Social (MSPBS),Locación de Inmuebles,2014-06-20,2014-06-27T09:55:00-04:00,2014-06-27,Antonio Barrios,Locación Inmuebles - Adquisición y Locación de inmuebles. Alquiler de muebles,,https://www.contrataciones.gov.py/licitaciones/convocatoria/277635-alquiler-deposito-undecima-region-sanitaria.html,
277631,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2014-06-25,2014-08-01T07:20:00-04:00,2014-08-04,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/277631-adquisicion-medicamentos-formulas-nutricionales-e-insumos-programa-naciona.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/eZl4BqPkc1A%253D
277621,Ministerio de Salud Pública y Bienestar Social (MSPBS),Locación de Inmuebles,2014-04-22,2014-04-29T08:45:00-04:00,2014-04-29,Antonio Barrios,Locación Inmuebles - Adquisición y Locación de inmuebles. Alquiler de muebles,,https://www.contrataciones.gov.py/licitaciones/convocatoria/277621-locacion-inmueble-base-central-operaciones-seme-determinado.html,
277592,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2014-07-02,2014-07-18T08:50:00-04:00,2014-07-18,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/277592-adquisicion-materiales-medicos-quirurgicos-hospital-distrital-mariano-roqu.html,
277562,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2014-10-06,2014-10-21T08:50:00-04:00,2014-10-21,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/277562-adquisicion-insumos-hospital-materno-infantil-san-pablo.html,
277518,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2014-04-29,2014-05-20T08:45:00-04:00,2014-05-20,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/277518-adquisicion-repuestos-accesorios-medicos-ad-referendum.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/OLNmcPHLWYA%253D
277508,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2014-05-29,2014-06-19T07:20:00-04:00,2014-06-20,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/277508-adquisicion-medicamentos-e-insumos-varios-programa-diabetes.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/jc4TIdiNTV8%253D
277479,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2014-08-22,2014-09-16T08:50:00-04:00,2014-09-16,Antonio Barrios,"Servicios - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/277479-contratacion-servicios-diagnostico-remoto-ecografia-tomografia-electrocard.html,
277250,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2014-09-25,2014-10-09T07:20:00-04:00,2014-10-10,Antonio Barrios,"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/277250-mantenimiento-correctivo-preventivo-maquinas-hemodialisis-fresenius-instit.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/wfdJ9gdPvKU%253D
277212,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2014-06-06,2014-06-25T14:50:00-04:00,2014-06-25,Antonio Barrios,"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/277212-mantenimiento-reparacion-vehiculos-dependencias-msp-bs-s2.html,
277208,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2014-04-25,2014-05-02T07:50:00-04:00,2014-05-02,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/277208-adquisicion-guantes.html,
277181,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2014-04-16,2014-05-28T08:20:00-04:00,2014-05-29,Antonio Barrios,Bienes - Productos Alimenticios,produccion_nacional,https://www.contrataciones.gov.py/licitaciones/convocatoria/277181-adquisicion-leche-polvo-enriquecida-instituto-nacional-alimentacion-nutric.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/ACvHIwrg6%252Fk%253D
277160,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2014-06-19,2014-07-04T09:50:00-04:00,2014-07-04,Antonio Barrios,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/277160-adquisicion-reactivos-medios-cultivo-e-insumos-instituto-nacional-alimenta.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/Sws5dZjkyHs%253D
277118,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2014-06-05,2014-06-17T08:45:00-04:00,2014-06-17,Antonio Barrios,"Bienes - Utiles de oficina, Productos de papel y cartón e impresos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/277118-adquisicion-papel-carton-segundo-llamado.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/KX%252FjpWDVyz0%253D
277107,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2014-07-10,2014-08-22T09:20:00-04:00,2014-08-22,Antonio Barrios,Bienes - Muebles y Enseres,,https://www.contrataciones.gov.py/licitaciones/convocatoria/277107-adquisicion-muebles-enseres-acondicionador-aire-equipos-oficina.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/NJ7MuCkAtWM%253D
277024,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2014-03-27,2014-04-11T09:15:00-04:00,2014-04-11,Antonio Barrios,"Bienes - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",,https://www.contrataciones.gov.py/licitaciones/convocatoria/277024-adquisicion-e-instalacion-extractores-aire-hospital-santa-rosa-aguaray-san.html,
